cluster	status	loglr	df	p	p.adjust	genes
chr19:clu_19466_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GYS1
chr19:clu_19467_NA	Success	2.27070123595408	2	0.103239759262941	0.98315381238489	RUVBL2
chr19:clu_19468_NA	Success	0.517842075136876	1	0.30882735308711	0.98315381238489	RUVBL2
chr19:clu_19469_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RUVBL2
chr19:clu_19470_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RUVBL2
chr19:clu_19471_NA	Success	0.562141093832793	2	0.569987360002977	0.98315381238489	SNRNP70
chr19:clu_19472_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNRNP70
chr19:clu_19473_NA	Success	0.00270295317130831	1	0.941388455130347	0.993534536358127	SNRNP70
chr19:clu_19474_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNRNP70
chr19:clu_19475_NA	Success	0.246593638659306	1	0.482508967578269	0.98315381238489	SNRNP70
chr19:clu_19476_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LIN7B
chr19:clu_19477_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LIN7B
chr19:clu_19478_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LIN7B
chr19:clu_19479_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPFIA3
chr19:clu_19480_NA	Not enough valid samples	NA	NA	NA	NA	TRPM4
chr19:clu_19481_NA	Success	1.92735478984906	4	0.426025712441368	0.98315381238489	TRPM4
chr19:clu_19482_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRPM4
chr19:clu_19483_NA	Not enough valid samples	NA	NA	NA	NA	TRPM4
chr19:clu_19484_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRPM4
chr19:clu_19485_NA	Success	0.00997195222373648	1	0.887693864281606	0.990620301184578	TRPM4
chr19:clu_19486_NA	Success	0.895082547398999	1	0.180906049069046	0.98315381238489	TRPM4
chr19:clu_19487_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TEAD2
chr19:clu_19488_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TEAD2
chr19:clu_19489_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TEAD2
chr19:clu_19490_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DKKL1
chr19:clu_19491_NA	Success	0.295807024656142	1	0.441795653718783	0.98315381238489	RPL13A
chr19:clu_19492_NA	Success	1.25788796026984	2	0.284253748168421	0.98315381238489	PIH1D1
chr19:clu_19493_NA	Success	0.389605687073544	1	0.377382438150558	0.98315381238489	PIH1D1
chr19:clu_19494_NA	Success	0.180093169468023	1	0.548402765844918	0.98315381238489	PIH1D1
chr19:clu_19495_NA	Success	0.83121302073738	3	0.645319395801622	0.98315381238489	PIH1D1
chr19:clu_19496_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ALDH16A1
chr19:clu_19497_NA	Success	0.00288117042676106	1	0.939490634134959	0.993534536358127	ALDH16A1
chr19:clu_19498_NA	Not enough valid samples	NA	NA	NA	NA	ALDH16A1
chr19:clu_19499_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ALDH16A1
chr19:clu_19500_NA	<=1 sample with coverage>0	NA	NA	NA	NA	CTD-3148I10.9,FLT3LG
chr19:clu_19501_NA	Success	0.134715876129974	1	0.603713212562439	0.98315381238489	RPL13A
chr19:clu_19502_NA	<=1 sample with coverage>0	NA	NA	NA	NA	FCGRT
chr19:clu_19503_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RCN3
chr19:clu_19504_NA	Success	0.380768886884127	1	0.382847708352045	0.98315381238489	NOSIP
chr19:clu_19505_NA	Success	0.464978057886128	1	0.334874328627337	0.98315381238489	NOSIP
chr19:clu_19506_NA	Success	0.620433801639791	4	0.871325285748233	0.989913147795184	NOSIP
chr19:clu_19507_NA	Success	5.01528477412853	7	0.186847727906357	0.98315381238489	PRRG2
chr19:clu_19508_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRR12
chr19:clu_19509_NA	Success	0.275913629271095	1	0.45757203704086	0.98315381238489	PRR12
chr19:clu_19510_NA	Success	0.0124635980626522	1	0.874548608678245	0.990620301184578	PRR12
chr19:clu_19511_NA	Success	0.16669417400044	1	0.563670684848554	0.98315381238489	PRR12
chr19:clu_19512_NA	Success	0.127254157358617	1	0.613918372532392	0.98315381238489	RRAS
chr19:clu_19513_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RRAS
chr19:clu_19514_NA	Success	0.869611122703702	2	0.419114501675586	0.98315381238489	SCAF1
chr19:clu_19515_NA	Success	1.70613871136015	7	0.844427751471805	0.989141973701193	SCAF1
chr19:clu_19516_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCAF1
chr19:clu_19517_NA	Success	0.48711560153199	1	0.323627191286924	0.98315381238489	SCAF1
chr19:clu_19518_NA	Success	4.66304493876055	6	0.156052430640694	0.98315381238489	IRF3
chr19:clu_19519_NA	Success	2.08385663346291	9	0.900031150959429	0.990620301184578	IRF3
chr19:clu_19520_NA	Not enough valid samples	NA	NA	NA	NA	BCL2L12
chr19:clu_19521_NA	Success	0.244431488702872	3	0.921331265377753	0.991159333564393	BCL2L12
chr19:clu_19522_NA	Success	4.58712724274255	7	0.240386292997315	0.98315381238489	PRMT1
chr19:clu_19523_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRMT1
chr19:clu_19524_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRMT1
chr19:clu_19525_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRMT1
chr19:clu_19526_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AP2A1
chr19:clu_19527_NA	Success	0.114439793443431	1	0.632355845180481	0.98315381238489	AP2A1
chr19:clu_19528_NA	Success	0.24334063751143	1	0.485411458406931	0.98315381238489	AP2A1
chr19:clu_19529_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FUZ
chr19:clu_19530_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FUZ
chr19:clu_19531_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FUZ
chr19:clu_19532_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FUZ
chr19:clu_19533_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FUZ
chr19:clu_19534_NA	Success	0.114985432595176	1	0.631545432352138	0.98315381238489	MED25
chr19:clu_19535_NA	Success	0.675303306337412	1	0.245172095964494	0.98315381238489	MED25
chr19:clu_19536_NA	Not enough valid samples	NA	NA	NA	NA	MED25
chr19:clu_19537_NA	Success	0.605190603310461	2	0.545970352964942	0.98315381238489	MED25,PTOV1
chr19:clu_19538_NA	Success	1.90873169010951	2	0.148268317566532	0.98315381238489	MED25
chr19:clu_19539_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MED25
chr19:clu_19540_NA	Not enough valid samples	NA	NA	NA	NA	MED25
chr19:clu_19541_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTOV1-AS1
chr19:clu_19542_NA	Success	2.37709919214518	3	0.190706497488734	0.98315381238489	PTOV1
chr19:clu_19543_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTOV1
chr19:clu_19544_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC018766.5
chr19:clu_19545_NA	Success	0.4895392630348	3	0.806314154502278	0.989141973701193	PTOV1
chr19:clu_19546_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC018766.5
chr19:clu_19547_NA	Not enough valid samples	NA	NA	NA	NA	AC018766.4,PNKP
chr19:clu_19548_NA	Success	0.000890940043092314	1	0.966329440181886	0.995176730791541	PNKP
chr19:clu_19549_NA	Success	0.555129028906379	2	0.573998194058895	0.98315381238489	PNKP
chr19:clu_19550_NA	Success	0.0485605590869227	1	0.755312145469207	0.986897708989432	PTOV1
chr19:clu_19551_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PNKP
chr19:clu_19552_NA	Not enough valid samples	NA	NA	NA	NA	PNKP
chr19:clu_19553_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PNKP
chr19:clu_19554_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PNKP
chr19:clu_19555_NA	Success	1.44434266036725	4	0.576623104608717	0.98315381238489	AKT1S1
chr19:clu_19556_NA	Success	0.562654438957537	2	0.569694834860156	0.98315381238489	TBC1D17
chr19:clu_19557_NA	Success	0.61723753292739	1	0.266538506286793	0.98315381238489	TBC1D17
chr19:clu_19558_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TBC1D17
chr19:clu_19559_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TBC1D17
chr19:clu_19560_NA	Success	2.25273299500122	2	0.105111562276849	0.98315381238489	TBC1D17
chr19:clu_19561_NA	Success	0.229301359647252	1	0.498277719126929	0.98315381238489	TBC1D17
chr19:clu_19562_NA	Success	10.5307065793473	9	0.0123805120358211	0.927854875977823	NUP62,IL4I1,CTC-326K19.6
chr19:clu_19563_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATF5
chr19:clu_19564_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATF5
chr19:clu_19565_NA	Success	1.92187842314556	1	0.049931523706004	0.939665754529942	VRK3
chr19:clu_19566_NA	Success	2.03971024253099	4	0.395364147399277	0.98315381238489	VRK3
chr19:clu_19567_NA	Success	1.80466849475721	4	0.461449274055041	0.98315381238489	VRK3
chr19:clu_19568_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	VRK3
chr19:clu_19569_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF473
chr19:clu_19570_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF473
chr19:clu_19571_NA	<=1 sample with coverage>0	NA	NA	NA	NA	CTD-2126E3.3
chr19:clu_19572_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF473,CTD-2126E3.1
chr19:clu_19573_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MYH14
chr19:clu_19574_NA	Success	0.105102662534762	2	0.900232097733035	0.990620301184578	MYH14
chr19:clu_19575_NA	Success	0.163203604940406	1	0.567782350983719	0.98315381238489	MYH14
chr19:clu_19576_NA	Success	0.0151583827457031	1	0.861773432403191	0.989141973701193	MYH14
chr19:clu_19577_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KCNC3
chr19:clu_19578_NA	Success	0.136164933675332	2	0.872698683216724	0.990182096688689	NR1H2
chr19:clu_19579_NA	Success	0.218357808090218	1	0.508711962346375	0.98315381238489	NR1H2
chr19:clu_19580_NA	Success	0.0456626333476464	1	0.762499066092075	0.986897708989432	NR1H2
chr19:clu_19581_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	POLD1
chr19:clu_19582_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	POLD1
chr19:clu_19583_NA	Not enough valid samples	NA	NA	NA	NA	POLD1
chr19:clu_19584_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	POLD1
chr19:clu_19585_NA	Not enough valid samples	NA	NA	NA	NA	POLD1,CTD-2545M3.6
chr19:clu_19586_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM71E1
chr19:clu_19587_NA	Success	0.702049351655788	2	0.495568667954821	0.98315381238489	EMC10
chr19:clu_19588_NA	Success	5.39603220663457	7	0.147949759767452	0.98315381238489	EMC10
chr19:clu_19589_NA	Success	4.08841927219487	7	0.31725917920742	0.98315381238489	JOSD2
chr19:clu_19590_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr19:clu_19591_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C19orf81
chr19:clu_19592_NA	Success	1.1568392054005	4	0.678279803767842	0.98315381238489	C19orf48
chr19:clu_19593_NA	Success	1.49241825964597	2	0.224828304397721	0.98315381238489	C19orf48
chr19:clu_19594_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTD-2568A17.5
chr19:clu_19595_NA	<=1 sample with coverage>0	NA	NA	NA	NA	AC011523.2
chr19:clu_19596_NA	Success	3.27883488226979	2	0.0376721237064277	0.933305443065259	KLK3
chr19:clu_19597_NA	Success	0.00686981222092697	1	0.906688773953191	0.990852215969193	KLK3
chr19:clu_19598_NA	Success	0.0154853129035359	1	0.860305937542467	0.989141973701193	KLK3
chr19:clu_19599_NA	Success	3.56498212440658	2	0.0282974913141153	0.933305443065259	KLK3
chr19:clu_19600_NA	Not enough valid samples	NA	NA	NA	NA	KLK2
chr19:clu_19601_NA	Success	1.06585691750442	3	0.545523530474167	0.98315381238489	KLK2
chr19:clu_19602_NA	Not enough valid samples	NA	NA	NA	NA	KLK2
chr19:clu_19603_NA	Success	0.974167901548014	4	0.745260909629716	0.986897708989432	KLK4,KLKP1
chr19:clu_19604_NA	Not enough valid samples	NA	NA	NA	NA	KLK4
chr19:clu_19605_NA	<=1 sample with coverage>0	NA	NA	NA	NA	KLK5
chr19:clu_19606_NA	<=1 sample with coverage>0	NA	NA	NA	NA	KLK5
chr19:clu_19607_NA	<=1 sample with coverage>0	NA	NA	NA	NA	KLK6
chr19:clu_19608_NA	<=1 sample with coverage>0	NA	NA	NA	NA	CTB-147C22.9
chr19:clu_19609_NA	<=1 sample with coverage>0	NA	NA	NA	NA	KLK7,KLK8,KLK9
chr19:clu_19610_NA	<=1 sample with coverage>0	NA	NA	NA	NA	KLK8,KLK9
chr19:clu_19611_NA	<=1 sample with coverage>0	NA	NA	NA	NA	KLK10
chr19:clu_19612_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ETFB,CTD-2616J11.11,CLDND2
chr19:clu_19613_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF175
chr19:clu_19614_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC018755.1
chr19:clu_19615_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC018755.16
chr19:clu_19616_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LINC00085
chr19:clu_19617_NA	<=1 sample with coverage>0	NA	NA	NA	NA	HAS1
chr19:clu_19618_NA	<=1 sample with coverage>0	NA	NA	NA	NA	HAS1
chr19:clu_19619_NA	<=1 sample with coverage>0	NA	NA	NA	NA	FPR1
chr19:clu_19620_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF577
chr19:clu_19621_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF577
chr19:clu_19622_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF577,ZNF649
chr19:clu_19623_NA	Not enough valid samples	NA	NA	NA	NA	ZNF649
chr19:clu_19624_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF649
chr19:clu_19625_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF649
chr19:clu_19626_NA	Not enough valid samples	NA	NA	NA	NA	ZNF613
chr19:clu_19627_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF350
chr19:clu_19628_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF350
chr19:clu_19629_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF615
chr19:clu_19630_NA	Not enough valid samples	NA	NA	NA	NA	ZNF615
chr19:clu_19631_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF614
chr19:clu_19632_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF614
chr19:clu_19633_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF432
chr19:clu_19634_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF432
chr19:clu_19635_NA	Success	3.15766339839627	5	0.276733924921388	0.98315381238489	ZNF841,ZNF432
chr19:clu_19636_NA	Success	1.19634884092139	1	0.121903103230326	0.98315381238489	ZNF841
chr19:clu_19637_NA	Not enough valid samples	NA	NA	NA	NA	ZNF841
chr19:clu_19638_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF616
chr19:clu_19639_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF616
chr19:clu_19640_NA	Not enough valid samples	NA	NA	NA	NA	ZNF616,CTC-471J1.8,ZNF836
chr19:clu_19641_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTC-471J1.8,ZNF836
chr19:clu_19642_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTC-471J1.8,ZNF836
chr19:clu_19643_NA	Success	0.635683358880222	1	0.259510441103533	0.98315381238489	PPP2R1A
chr19:clu_19644_NA	Success	0.369832352422598	1	0.389768306273958	0.98315381238489	PPP2R1A
chr19:clu_19645_NA	Success	2.85886514132034	2	0.0573337891074218	0.962396177978357	ZNF766
chr19:clu_19646_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF480
chr19:clu_19647_NA	Success	2.0129427097354	3	0.25868250452294	0.98315381238489	ZNF480
chr19:clu_19648_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF610
chr19:clu_19649_NA	Not enough valid samples	NA	NA	NA	NA	ZNF610
chr19:clu_19650_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF880
chr19:clu_19651_NA	Not enough valid samples	NA	NA	NA	NA	CTD-3018O17.3
chr19:clu_19652_NA	Not enough valid samples	NA	NA	NA	NA	ZNF528
chr19:clu_19653_NA	Success	1.96133692612534	2	0.140670229445222	0.98315381238489	ZNF528
chr19:clu_19654_NA	Not enough valid samples	NA	NA	NA	NA	ZNF528
chr19:clu_19655_NA	Success	6.32729383637462	6	0.048861079080084	0.937823142888032	ZNF528,ZNF534
chr19:clu_19656_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF578
chr19:clu_19657_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF578
chr19:clu_19658_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF808
chr19:clu_19659_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF808
chr19:clu_19660_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF701
chr19:clu_19661_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr19:clu_19662_NA	Success	9.90419554723667	8	0.0110857950469754	0.927854875977823	ZNF83
chr19:clu_19663_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF83
chr19:clu_19664_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF83
chr19:clu_19665_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF611
chr19:clu_19666_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF611
chr19:clu_19667_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF600
chr19:clu_19668_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF600
chr19:clu_19669_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr19:clu_19670_NA	Not enough valid samples	NA	NA	NA	NA	ZNF28
chr19:clu_19671_NA	Not enough valid samples	NA	NA	NA	NA	ZNF468
chr19:clu_19672_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF28,ZNF468
chr19:clu_19673_NA	Success	6.84938655477009	5	0.0176404225814523	0.927854875977823	ZNF468,ZNF320
chr19:clu_19674_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF320
chr19:clu_19675_NA	Not enough valid samples	NA	NA	NA	NA	ZNF320
chr19:clu_19676_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF888
chr19:clu_19677_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF888
chr19:clu_19678_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF816-ZNF321P,ZNF816,ZNF321P
chr19:clu_19679_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF816
chr19:clu_19680_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF816,ZNF321P,CTD-2620I22.1
chr19:clu_19681_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF702P,CTD-2620I22.1
chr19:clu_19682_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF702P,CTD-2620I22.1
chr19:clu_19683_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF702P
chr19:clu_19684_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr19:clu_19685_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF160
chr19:clu_19686_NA	Not enough valid samples	NA	NA	NA	NA	ZNF160
chr19:clu_19687_NA	Not enough valid samples	NA	NA	NA	NA	ZNF160
chr19:clu_19688_NA	Success	3.25675889204865	11	0.837002128416828	0.989141973701193	ZNF415
chr19:clu_19689_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF347
chr19:clu_19690_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF347
chr19:clu_19691_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF347
chr19:clu_19692_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF347
chr19:clu_19693_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF665
chr19:clu_19694_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF665
chr19:clu_19695_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTD-2245F17.3
chr19:clu_19696_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTD-2245F17.3
chr19:clu_19697_NA	Not enough valid samples	NA	NA	NA	NA	ZNF677
chr19:clu_19698_NA	Not enough valid samples	NA	NA	NA	NA	ZNF677
chr19:clu_19699_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF845
chr19:clu_19700_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr19:clu_19701_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF525
chr19:clu_19702_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF525
chr19:clu_19703_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF765
chr19:clu_19704_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF765
chr19:clu_19705_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF765
chr19:clu_19706_NA	Not enough valid samples	NA	NA	NA	NA	ZNF761,TPM3P9
chr19:clu_19707_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF813
chr19:clu_19708_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF331
chr19:clu_19709_NA	Success	2.52575339853834	4	0.282053289784618	0.98315381238489	ZNF331
chr19:clu_19710_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC008753.6
chr19:clu_19711_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MYADM
chr19:clu_19712_NA	Success	0.0236506074178955	1	0.827827726946995	0.989141973701193	NDUFA3
chr19:clu_19713_NA	Success	9.37567646436833	10	0.04353692939591	0.933305443065259	NDUFA3
chr19:clu_19714_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TFPT
chr19:clu_19715_NA	Success	2.24063842531336	4	0.344773337689145	0.98315381238489	TFPT
chr19:clu_19716_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NDUFA3
chr19:clu_19717_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC012314.8
chr19:clu_19718_NA	Not enough valid samples	NA	NA	NA	NA	PRPF31
chr19:clu_19719_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRPF31
chr19:clu_19720_NA	Success	1.234162393431	1	0.116161671249909	0.98315381238489	PRPF31
chr19:clu_19721_NA	Success	0.0301454386928981	1	0.806036786276696	0.989141973701193	PRPF31
chr19:clu_19722_NA	Not enough valid samples	NA	NA	NA	NA	CNOT3
chr19:clu_19723_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNOT3
chr19:clu_19724_NA	Success	1.64529975780977	2	0.192954714441362	0.98315381238489	CNOT3
chr19:clu_19725_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNOT3
chr19:clu_19726_NA	Success	0.348075331664333	2	0.706045686614311	0.983302550056644	CNOT3
chr19:clu_19727_NA	Success	0.214701967214353	1	0.512281573542052	0.98315381238489	CNOT3
chr19:clu_19728_NA	Success	0.0997661324107071	1	0.655098653532062	0.98315381238489	TMC4
chr19:clu_19729_NA	Success	2.68300021458765	4	0.2517616382997	0.98315381238489	TMC4
chr19:clu_19730_NA	Success	4.02991639119568	8	0.427647414293716	0.98315381238489	TMC4
chr19:clu_19731_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMC4
chr19:clu_19732_NA	Success	0.3880640336737	1	0.378327936433313	0.98315381238489	MBOAT7
chr19:clu_19733_NA	Success	2.56036651441946	1	0.0236416279973278	0.927854875977823	MBOAT7
chr19:clu_19734_NA	Success	0.0207042724191524	1	0.838751360606624	0.989141973701193	MBOAT7
chr19:clu_19735_NA	Success	0.65405696617546	3	0.727207250368728	0.984653379360447	MBOAT7
chr19:clu_19736_NA	Success	0.403421612028524	3	0.847829533988532	0.989141973701193	TSEN34
chr19:clu_19737_NA	Success	3.87050620869661	2	0.0208478134092135	0.927854875977823	RPS9
chr19:clu_19738_NA	Success	1.35508447541361	4	0.607436353033852	0.98315381238489	RPS9
chr19:clu_19739_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TTYH1
chr19:clu_19740_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LENG8-AS1
chr19:clu_19741_NA	Not enough valid samples	NA	NA	NA	NA	LENG8
chr19:clu_19742_NA	Success	1.12719673618312	2	0.323940074292655	0.98315381238489	LENG8
chr19:clu_19743_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LENG8
chr19:clu_19744_NA	Success	0.0125805156193053	2	0.987498288256694	0.998358024081403	NLRP2
chr19:clu_19745_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NLRP2
chr19:clu_19746_NA	Not enough valid samples	NA	NA	NA	NA	NLRP2
chr19:clu_19747_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTC-550B14.7
chr19:clu_19748_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTC-550B14.7
chr19:clu_19749_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RDH13,CTC-550B14.6
chr19:clu_19750_NA	Not enough valid samples	NA	NA	NA	NA	RDH13,CTC-550B14.6
chr19:clu_19751_NA	Not enough valid samples	NA	NA	NA	NA	RDH13
chr19:clu_19752_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPS8L1
chr19:clu_19753_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPS8L1
chr19:clu_19754_NA	Not enough valid samples	NA	NA	NA	NA	PPP1R12C
chr19:clu_19755_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPP1R12C
